name,country,code
Kirksville Regional Airport,US,IRK
Kirsch Municipal Airport,US,IRS
Kissimmee Gateway Airport,US,ISM
Sloulin Field International Airport,US,ISN
Kinston Regional Jetport At Stallings Field,US,ISO
Long Island Mac Arthur Airport,US,ISP
Schoolcraft County Airport,US,ISQ
Alexander Field South Wood County Airport,US,ISW
Ithaca Tompkins Regional Airport,US,ITH
Phoenix-Mesa-Gateway Airport,US,AZA
Gogebic Iron County Airport,US,IWD
Wiscasset Airport,US,ISS
West Houston Airport,US,IWS
New Century Aircenter Airport,US,JCI
Inyokern Airport,US,IYK
Kikinonda Airport,PG,KIZ
Santa Ynez Airport,US,SQA
Eastern Slopes Regional Airport,US,FRY
Jackson Hole Airport,US,JAC
Jackson-Medgar Wiley Evers International Airport,US,JAN
Jasper County Airport-Bell Field,US,JAS
Jacksonville International Airport,US,JAX
Jonesboro Municipal Airport,US,JBR
Kimble County Airport,US,JCT
Jordan Airport,US,JDN
Jefferson City Memorial Airport,US,JEF
John F Kennedy International Airport,US,JFK
Chautauqua County-Jamestown Airport,US,JHW
Jack Edwards Airport,US,GUF
Joplin Regional Airport,US,JLN
Jamestown Regional Airport,US,JMS
Joliet Regional Airport,US,JOT
Concord-Padgett Regional Airport,US,USA
Cherokee County Airport,US,JKV
John Murtha Johnstown Cambria County Airport,US,JST
Kamiraba Airport,PG,KJU
Southern Wisconsin Regional Airport,US,JVL
Jackson County Reynolds Field,US,JXN
Kitoi Bay Seaplane Base,US,KKB
Mesa Del Rey Airport,US,KIC
Karluk Lake Seaplane Base,US,KKL
Southwest Washington Regional Airport,US,KLS
Ekuk Airport,US,KKU
Furnace Creek Airport,US,DTH
Borrego Valley Airport,US,BXS
Big Bear City Airport,US,RBF
Trona Airport,US,TRH
Southeast Colorado Regional Airport,US,LAA
Purdue University Airport,US,LAF
Lakeland Linder International Airport,US,LAL
Los Alamos Airport,US,LAM
Capital City Airport,US,LAN
Laramie Regional Airport,US,LAR
McCarran International Airport,US,LAS
Lawton Fort Sill Regional Airport,US,LAW
Los Angeles International Airport,US,LAX
Lubbock Preston Smith International Airport,US,LBB
Arnold Palmer Regional Airport,US,LBE
North Platte Regional Airport Lee Bird Field,US,LBF
Liberal Mid-America Regional Airport,US,LBL
Lumberton Regional Airport,US,LBT
Texas Gulf Coast Regional Airport,US,LJN
Lake Charles Regional Airport,US,LCH
Laconia Municipal Airport,US,LCI
Rickenbacker International Airport,US,LCK
Lake City Gateway Airport,US,LCQ
Linden Airport,US,LDJ
Mason County Airport,US,LDM
Lebanon Municipal Airport,US,LEB
Leesburg International Airport,US,LEE
Lemmon Municipal Airport,US,LEM
Auburn Lewiston Municipal Airport,US,LEW
Blue Grass Airport,US,LEX
Langley Air Force Base,US,LFI
Angelina County Airport,US,LFK
Lafayette Regional Airport,US,LFT
La Guardia Airport,US,LGA
Long Beach /Daugherty Field/ Airport,US,LGB
LaGrange Callaway Airport,US,LGC
La Grande/Union County Airport,US,LGD
Laguna Army Airfield,US,LGF
Logan-Cache Airport,US,LGU
Arlington Municipal Airport,US,LHC
William T. Piper Memorial Airport,US,LHV
Wright AAF (Fort Stewart)/Midcoast Regional Airport,US,LIY
Triangle North Executive Airport,US,LFN
Limon Municipal Airport,US,LIC
Bill & Hillary Clinton National Airport/Adams Field,US,LIT
Lake Placid Airport,US,LKP
Louisa County Airport/Freeman Field,US,LOW
Lake County Airport,US,LKV
Challis Airport,US,CHL
Louisville Winston County Airport,US,LMS
Crater Lake-Klamath Regional Airport,US,LMT
Palm Beach County Park Airport,US,LNA
Hunt Field,US,LND
Lincoln Airport,US,LNK
Lake County Executive Airport,US,LNN
Lonesome Pine Airport,US,LNP
Tri-County Regional Airport,US,LNR
Lancaster Airport,US,LNS
Derby Field,US,LOL
Wings Field,US,BBX
Lewis University Airport,US,LOT
Bowman Field,US,LOU
London-Corbin Airport/Magee Field,US,LOZ
Lompoc Airport,US,LPC
Pickens County Airport,US,LQK
Laredo International Airport,US,LRD
Little Rock Air Force Base,US,LRF
Le Mars Municipal Airport,US,LRJ
Las Cruces International Airport,US,LRU
Lordsburg Municipal Airport,US,LSB
La Crosse Municipal Airport,US,LSE
Lawson Army Air Field (Fort Benning),US,LSF
Lusk Municipal Airport,US,LSK
Los Banos Municipal Airport,US,LSN
Nellis Air Force Base,US,LSV
Altus Air Force Base,US,LTS
Luke Air Force Base,US,LUF
Cincinnati Municipal Airport Lunken Field,US,LUK
Hesler Noble Field,US,LUL
Livermore Municipal Airport,US,LVK
Brunswick Municipal Airport,US,LVL
Mission Field,US,LVM
Las Vegas Municipal Airport,US,LVS
Greenbrier Valley Airport,US,LWB
Lawrence Municipal Airport,US,LWC
Wells Municipal Airport/Harriet Field,US,LWL
Lawrence Municipal Airport,US,LWM
Lewiston Nez Perce County Airport,US,LWS
Lewistown Municipal Airport,US,LWT
Lawrenceville Vincennes International Airport,US,LWV
Jim Kelly Field,US,LXN
Lake County Airport,US,LXV
Lynchburg Regional Preston Glenn Field,US,LYH
Lyons-Rice County Municipal Airport,US,LYO
Gwinnett County Briscoe Field,US,LZU
Poplarville Pearl River County Airport,US,PCU
Malta Airport,US,MLK
Macon Downtown Airport,US,MAC
Madera Municipal Airport,US,MAE
Midland International Airport,US,MAF
Malden Regional Airport,US,MAW
Koinambe Airport,PG,KMB
Mobridge Municipal Airport,US,MBG
Manistee Co Blacker Airport,US,MBL
Bruce Campbell Field,US,DXE
MBS International Airport,US,MBS
Omar N Bradley Airport,US,MBY
Mc Comb/Pike County Airport/John E Lewis Field,US,MCB
Mc Clellan Airfield,US,MCC
Mackinac Island Airport,US,MCD
Merced Regional Macready Field,US,MCE
Mac Dill Air Force Base,US,MCF
Kansas City International Airport,US,MCI
Mc Cook Ben Nelson Regional Airport,US,MCK
Middle Georgia Regional Airport,US,MCN
Orlando International Airport,US,MCO
Mason City Municipal Airport,US,MCW
Martindale Army Heliport,US,MDA
Midland Airpark,US,MDD
Southern Illinois Airport,US,MDH
Madison Municipal Airport,US,XMD
Harrisburg International Airport,US,MDT
Chicago Midway International Airport,US,MDW
Taylor County Airport,US,MDF
Laurinburg Maxton Airport,US,MXE
Key Field,US,MEI
Memphis International Airport,US,MEM
Castle Airport,US,MER
Minden-Tahoe Airport,US,MEV
Kamina Airport,PG,KMF
Mansfield Lahm Regional Airport,US,MFD
Mc Allen Miller International Airport,US,MFE
Marshfield Municipal Airport,US,MFI
Rogue Valley International Medford Airport,US,MFR
Accomack County Airport,US,MFV
Michigan City Municipal Airport,US,MGC
Dobbins Air Reserve Base,US,MGE
Orange County Airport,US,MGJ
Montgomery Regional (Dannelly Field) Airport,US,MGM
Moultrie Municipal Airport,US,MGR
Morgantown Municipal Walter L. Bill Hart Field,US,MGW
Dayton-Wright Brothers Airport,US,MGY
Mitchell Municipal Airport,US,MHE
Manhattan Regional Airport,US,MHK
Marshall Memorial Municipal Airport,US,MHL
Sacramento Mather Airport,US,MHR
Manchester-Boston Regional Airport,US,MHT
Mojave Airport,US,MHV
Miami International Airport,US,MIA
Minot Air Force Base,US,MIB
Delaware County Johnson Field,US,MIE
Shafter Airport - Minter Field,US,MIT
Millville Municipal Airport,US,MIV
Ocean County Airport,US,MJX
Charles B. Wheeler Downtown Airport,US,MKC
General Mitchell International Airport,US,MKE
Muskegon County Airport,US,MKG
McKellar-Sipes Regional Airport,US,MKL
Marco Island Executive Airport,US,MRK
Melbourne International Airport,US,MLB
Mc Alester Regional Airport,US,MLC
Quad City International Airport,US,MLI
Frank Wiley Field,US,MLS
Monroe Regional Airport,US,MLU
Kimaam Airport,ID,KMM
Mammoth Yosemite Airport,US,MMH
McMinn County Airport,US,MMI
Southwest Minnesota Regional Airport - Marshall/Ryan Field,US,MML
Selfs Airport,US,MMS
Mc Entire Joint National Guard Base,US,MMT
Morristown Municipal Airport,US,MMU
Menominee Regional Airport,US,MNM
Marion Municipal Airport,US,MNN
Mobile Regional Airport,US,MOB
Modesto City Co-Harry Sham Field,US,MOD
Minot International Airport,US,MOT
Mariposa Yosemite Airport,US,RMY
Petit Jean Park Airport,US,MPJ
Pocono Mountains Municipal Airport,US,MPO
Edward F Knapp State Airport,US,MPV
Mount Pleasant Municipal Airport,US,MPZ
Macomb Municipal Airport,US,MQB
Dare County Regional Airport,US,MEO
Chester County G O Carlson Airport,US,CTH
Smyrna Airport,US,MQY
Eastern WV Regional Airport/Shepherd Field,US,MRB
Maury County Airport,US,MRC
Marfa Municipal Airport,US,MRF
Foothills Regional Airport,US,MRN
Monterey Peninsula Airport,US,MRY
Northwest Alabama Regional Airport,US,MSL
Dane County Regional Truax Field,US,MSN
Missoula International Airport,US,MSO
Minneapolis-St Paul International/Wold-Chamberlain Airport,US,MSP
Massena International Richards Field,US,MSS
Sullivan County International Airport,US,MSV
Louis Armstrong New Orleans International Airport,US,MSY
Kampot Airport,KH,KMT
Selfridge Air National Guard Base Airport,US,MTC
The Florida Keys Marathon Airport,US,MTH
Montrose Regional Airport,US,MTJ
Martin State Airport,US,MTN
Coles County Memorial Airport,US,MTO
Montauk Airport,US,MTP
Manitowoc County Airport,US,MTW
Muir Army Air Field (Fort Indiantown Gap) Airport,US,MUI
Mountain Home Air Force Base,US,MUO
Muscatine Municipal Airport,US,MUT
Monroe County Aeroplex Airport,US,MVC
Montevideo Chippewa County Airport,US,MVE
Morrisville Stowe State Airport,US,MVL
Martha's Vineyard Airport,US,MVY
Williamson County Regional Airport,US,MWA
Lawrence J Timmerman Airport,US,MWC
Grant County International Airport,US,MWH
Mineral Wells Regional Airport,US,MWL
Middletown Regional Airport,US,MWO
Manila Municipal Airport,US,MXA
Maxwell Air Force Base,US,MXF
Montgomery-Gibbs Executive Airport,US,MYF
McCall Municipal Airport,US,MYL
Myrtle Beach International Airport,US,MYR
Yuba County Airport,US,MYV
Pinal Airpark,US,MZJ
Marion Municipal Airport,US,MZZ
Cortland County Chase Field,US,CTX
Sidney Municipal Airport,US,SXY
Stroudsburg Pocono Airport,US,ESP
New Orleans NAS JRB/Alvin Callender Field,US,NBG
Naval Outlying Field Barin,US,NHX
Dahlgren Naval Surface Warfare Center Airport,US,DGN
Lakehurst Maxfield Field Airport,US,NEL
Whitehouse Naval Outlying Field,US,NEN
Lakefront Airport,US,NEW
Fallon Naval Air Station,US,NFL
NAS Fort Worth JRB/Carswell Field,US,FWH
Norfolk Naval Station (Chambers Field),US,NGU
Alameda Naval Air Station,US,NGZ
Patuxent River Naval Air Station (Trapnell Field),US,NHK
Brunswick Executive Airport,US,NHZ
Jacksonville Naval Air Station (Towers Field),US,NIP
El Centro NAF Airport (Vraciu Field),US,NJK
Miramar Marine Corps Air Station - Mitscher Field,US,NKX
Kelanoa Airport,PG,KNL
Lemoore Naval Air Station (Reeves Field) Airport,US,NLC
Pensacola Naval Air Station/Forrest Sherman Field,US,NPA
Millington-Memphis Airport,US,NQA
Kingsville Naval Air Station,US,NQI
Naval Air Station Key West/Boca Chica Field,US,NQX
Naval Station Mayport (Admiral David L. Mcdonald Field),US,NRB
Naval Outlying Field Imperial Beach (Ream Field),US,NRS
Whiting Field Naval Air Station - North,US,NSE
Point Mugu Naval Air Station (Naval Base Ventura Co),US,NTD
Oceana Naval Air Station,US,NTU
Moffett Federal Airfield,US,NUQ
Whidbey Island Naval Air Station (Ault Field),US,NUW
Yuma MCAS/Yuma International Airport,US,YUM
North Island Naval Air Station-Halsey Field,US,NZY
Nervino Airport,US,NVN
Columbia Airport,US,COA
Oakdale Airport,US,ODC
Yerington Municipal Airport,US,EYR
Albert J Ellis Airport,US,OAJ
Metropolitan Oakland International Airport,US,OAK
Marina Municipal Airport,US,OAR
Okeechobee County Airport,US,OBE
Ocala International Airport - Jim Taylor Field,US,OCF
A L Mangham Jr. Regional Airport,US,OCH
Warren Field,US,OCW
O'Neal Airport,US,OEA
L O Simenstad Municipal Airport,US,OEO
Offutt Air Force Base,US,OFF
Karl Stefan Memorial Airport,US,OFK
Searle Field,US,OGA
Orangeburg Municipal Airport,US,OGB
Ogden Hinckley Airport,US,OGD
Ogdensburg International Airport,US,OGS
Lt Warren Eaton Airport,US,OIC
Splane Memorial Airport,US,OIL
Johnson County Executive Airport,US,OJC
Oceanside Municipal Airport,US,OCN
Will Rogers World Airport,US,OKC
AJ Eisenberg Airport,US,ODW
Kokomo Municipal Airport,US,OKK
Okmulgee Regional Airport,US,OKM
Garden County Airport/King Rhiley Field,US,OKS
Winchester Regional Airport,US,WGO
Koumala Airport,CF,KOL
"Dewitt Field,Old Town Municipal Airport",US,OLD
L M Clayton Airport,US,OLF
Olympia Regional Airport,US,OLM
Nogales International Airport,US,OLS
Olive Branch Airport,US,OLV
Komo-Manda Airport,PG,KOM
Eppley Airfield,US,OMA
Omak Airport,US,OMK
The O'Neill Municipal John L Baker Field,US,ONL
Ontario Municipal Airport,US,ONO
Newport Municipal Airport,US,ONP
Ontario International Airport,US,ONT
Miami-Opa Locka Executive Airport,US,OPF
Quonset State Airport,US,NCO
Kakoro(Koroko) Airstrip,PG,KOR
Chicago O'Hare International Airport,US,ORD
Norfolk International Airport,US,ORF
Worcester Regional Airport,US,ORH
Orlando Executive Airport,US,ORL
Orcas Island Airport,US,ESD
Oscoda Wurtsmith Airport,US,OSC
Wittman Regional Airport,US,OSH
The Ohio State University Airport - Don Scott Field,US,OSU
Southwest Oregon Regional Airport,US,OTH
Ottumwa Regional Airport,US,OTM
University of Oklahoma Westheimer Airport,US,OUN
Oroville Municipal Airport,US,OVE
Owatonna Degner Regional Airport,US,OWA
Owensboro Daviess County Airport,US,OWB
Norwood Memorial Airport,US,OWD
Central Maine Airport of Norridgewock,US,OWK
Ocean City Municipal Airport,US,OCE
Waterbury Oxford Airport,US,OXC
Miami University Airport,US,OXD
Oxnard Airport,US,OXR
Olga Bay Seaplane Base,US,KOY
St Marys Municipal Airport,US,STQ
Ozona Municipal Airport,US,OZA
Cairns AAF (Fort Rucker) Air Field,US,OZR
SamjiyÅn Airport,KP,YJS
Orang Airport,KP,RGO
Bisbee Municipal Airport,US,BSQ
Polacca Airport,US,PXL
San Carlos Apache Airport,US,GLB
Holbrook Municipal Airport,US,HBK
Cochise County Airport,US,CWX
Snohomish County (Paine Field) Airport,US,PAE
Barkley Regional Airport,US,PAH
Tyndall Air Force Base,US,PAM
Payson Airport,US,PJB
Palo Alto Airport of Santa Clara County,US,PAO
Point Baker Seaplane Base,US,KPB
"Pine Bluff Regional Airport, Grider Field",US,PBF
Plattsburgh International Airport,US,PBG
Palm Beach International Airport,US,PBI
Pike County-Hatcher Field,US,PVL
Prairie Du Chien Municipal Airport,US,PCD
DeKalb Peachtree Airport,US,PDK
Eastern Oregon Regional At Pendleton Airport,US,PDT
Portland International Airport,US,PDX
Yapsiei Airport,PG,KPE
Pecos Municipal Airport,US,PEQ
Page Municipal Airport,US,PGA
Charlotte County Airport,US,PGD
Kirk Field,US,PGR
Pitt Greenville Airport,US,PGV
Harry Clever Field,US,PHD
Newport News Williamsburg International Airport,US,PHF
Robert F Swinnie Airport,US,ADR
Palm Beach County Glades Airport,US,PHK
Philadelphia International Airport,US,PHL
St Clair County International Airport,US,PHN
Philip Airport,US,PHP
Henry County Airport,US,PHT
Phoenix Sky Harbor International Airport,US,PHX
General Wayne A. Downing Peoria International Airport,US,PIA
Hattiesburg Laurel Regional Airport,US,PIB
St Petersburg Clearwater International Airport,US,PIE
Pocatello Regional Airport,US,PIH
Harris County Airport,US,PIM
Pierre Regional Airport,US,PIR
Pittsburgh International Airport,US,PIT
Mid Ohio Valley Regional Airport,US,PKB
Park Rapids Municipal Konshok Field,US,PKD
Park Falls Municipal Airport,US,PKF
Kapal Airport,PG,KPL
Clinton County Airport,US,PLB
M. Graham Clark Downtown Airport,US,PLK
Pellston Regional Airport of Emmet County Airport,US,PLN
St Clair County Airport,US,PLR
Pembina Municipal Airport,US,PMB
Palmdale Regional/USAF Plant 42 Airport,US,PMD
Greater Portsmouth Regional Airport,US,PMH
Pompano Beach Airpark,US,PPM
Ralph Wenz Field,US,PWY
Ponca City Regional Airport,US,PNC
Northeast Philadelphia Airport,US,PNE
Princeton Municipal Airport,US,PNN
Pensacola International Airport,US,PNS
Pope Field,US,POB
Brackett Field,US,POC
Polk Army Air Field,US,POE
Poplar Bluff Municipal Airport,US,POF
Dutchess County Airport,US,POU
Powell Municipal Airport,US,POY
Perry Lefors Field,US,PPA
Tri-City Airport,US,PPF
La Porte Municipal Airport,US,LPO
Presque Isle International Airport,US,PQI
Trent Lott International Airport,US,PGL
Port Williams Seaplane Base,US,KPR
Paso Robles Municipal Airport,US,PRB
Prescott Regional Airport - Ernest A. Love Field,US,PRC
Perry Municipal Airport,US,PRO
Cox Field,US,PRX
Tri Cities Airport,US,PSC
Pittsfield Municipal Airport,US,PSF
New River Valley Airport,US,PSK
Portsmouth International at Pease Airport,US,PSM
Palestine Municipal Airport,US,PSN
Stevens Field,US,PGO
Palm Springs International Airport,US,PSP
Palacios Municipal Airport,US,PSX
Dinwiddie County Airport,US,PTB
Oakland County International Airport,US,PTK
Harry P Williams Memorial Airport,US,PTN
Pratt Regional Airport,US,PTT
Porterville Municipal Airport,US,PTV
Heritage Field,US,PTW
Pueblo Memorial Airport,US,PUB
Carbon County Regional/Buck Davis Field,US,PUC
Pullman Moscow Regional Airport,US,PUW
Provincetown Municipal Airport,US,PVC
Theodore Francis Green State Airport,US,PVD
Placerville Airport,US,PVF
Provo Municipal Airport,US,PVU
Hale County Airport,US,PVW
Casement Airport,US,PVZ
Wiley Post Airport,US,PWA
Sher-Wood Airport,US,PWD
Chicago Executive Airport,US,PWK
Portland International Jetport,US,PWM
Bremerton National Airport,US,PWT
Port Bailey Seaplane Base,US,KPY
Plymouth Municipal Airport,US,PYM
Akutan Seaplane Base,US,KQA
Kol Airport,PG,KQL
Chuja Port Heliport,KR,JCJ
John H Batten Airport,US,RAC
Riverside Municipal Airport,US,RAL
Rapid City Regional Airport,US,RAP
Dallas Executive Airport,US,RBD
Roseburg Regional Airport,US,RBG
Red Bluff Municipal Airport,US,RBL
Lowcountry Regional Airport,US,RBW
Ellsworth Air Force Base,US,RCA
H H Coffield Regional Airport,US,RCK
Fulton County Airport,US,RCR
Nartron Field,US,RCT
Redding Municipal Airport,US,RDD
Reading Regional Carl A Spaatz Field,US,RDG
Roberts Field,US,RDM
Grand Forks Air Force Base,US,RDR
Raleigh Durham International Airport,US,RDU
Rome State Airport,US,REO
Chicago Rockford International Airport,US,RFD
Rooke Field,US,RFG
Rhinelander Oneida County Airport,US,RHI
Reid-Hillview Airport of Santa Clara County,US,RHV
Richmond International Airport,US,RIC
Garfield County Regional Airport,US,RIL
March ARB Airport,US,RIV
Riverton Regional Airport,US,RIW
Karawari Airstrip,PG,KRJ
Knox County Regional Airport,US,RKD
Aransas County Airport,US,RKP
Southwest Wyoming Regional Airport,US,RKS
Rockwood Municipal Airport,US,RKW
Griffiss International Airport,US,RME
Richard B Russell Airport,US,RMG
Warren County Memorial Airport,US,RNC
Randolph Air Force Base,US,RND
Reno Tahoe International Airport,US,RNO
Renton Municipal Airport,US,RNT
RoanokeâBlacksburg Regional Airport,US,ROA
Greater Rochester International Airport,US,ROC
Rogers Municipal Airport-Carter Field,US,ROG
Roswell Air Center Airport,US,ROW
Roseau Municipal Rudy Billberg Field,US,ROX
Rice Lake Regional Airport - Carl's Field,US,RIE
Roundup Airport,US,RPX
Roben Hood Airport,US,WBR
El Reno Regional Airport,US,RQO
Merrill Municipal Airport,US,RRL
Warroad International Memorial Airport,US,RRT
Russell Municipal Airport,US,RSL
Ruston Regional Airport,US,RSN
Rochester International Airport,US,RST
Southwest Florida International Airport,US,RSW
